PROFILE,ACCOUNT_NUM,REGION,TITLE_ID,CHECK_RESULT,ITEM_SCORED,ITEM_LEVEL,TITLE_TEXT,CHECK_RESULT_EXTENDED,CHECK_ASFF_COMPLIANCE_TYPE,CHECK_SEVERITY,CHECK_SERVICENAME,CHECK_ASFF_RESOURCE_TYPE,CHECK_ASFF_TYPE,CHECK_RISK,CHECK_REMEDIATION,CHECK_DOC,CHECK_CAF_EPIC,CHECK_RESOURCE_ID,PROWLER_START_TIME,ACCOUNT_DETAILS_EMAIL,ACCOUNT_DETAILS_NAME,ACCOUNT_DETAILS_ARN,ACCOUNT_DETAILS_ORG,ACCOUNT_DETAILS_TAGS
ENV,8.12345E+11,ap-northeast-3,7.13,INFO,,Extra,[extra7130] Ensure there are no SNS Topics unencrypted,ap-northeast-3: Access Denied trying to list topics,Software and Configuration Checks,Medium,sns,AwsSnsTopic,Software and Configuration Checks,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-2,7.13,INFO,,Extra,[extra7130] Ensure there are no SNS Topics unencrypted,ap-northeast-2: Access Denied trying to list topics,Software and Configuration Checks,Medium,sns,AwsSnsTopic,Software and Configuration Checks,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-1,7.13,INFO,,Extra,[extra7130] Ensure there are no SNS Topics unencrypted,ap-northeast-1: Access Denied trying to list topics,Software and Configuration Checks,Medium,sns,AwsSnsTopic,Software and Configuration Checks,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,sa-east-1,7.13,INFO,,Extra,[extra7130] Ensure there are no SNS Topics unencrypted,sa-east-1: Access Denied trying to list topics,Software and Configuration Checks,Medium,sns,AwsSnsTopic,Software and Configuration Checks,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ca-central-1,7.13,INFO,,Extra,[extra7130] Ensure there are no SNS Topics unencrypted,ca-central-1: Access Denied trying to list topics,Software and Configuration Checks,Medium,sns,AwsSnsTopic,Software and Configuration Checks,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-1,7.13,INFO,,Extra,[extra7130] Ensure there are no SNS Topics unencrypted,ap-southeast-1: Access Denied trying to list topics,Software and Configuration Checks,Medium,sns,AwsSnsTopic,Software and Configuration Checks,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-2,7.13,INFO,,Extra,[extra7130] Ensure there are no SNS Topics unencrypted,ap-southeast-2: Access Denied trying to list topics,Software and Configuration Checks,Medium,sns,AwsSnsTopic,Software and Configuration Checks,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-central-1,7.13,INFO,,Extra,[extra7130] Ensure there are no SNS Topics unencrypted,eu-central-1: Access Denied trying to list topics,Software and Configuration Checks,Medium,sns,AwsSnsTopic,Software and Configuration Checks,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.13,FAIL,,Extra,[extra7130] Ensure there are no SNS Topics unencrypted,us-east-1: aws-controltower-SecurityNotifications is not encrypted!,Software and Configuration Checks,Medium,sns,AwsSnsTopic,Software and Configuration Checks,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection,aws-controltower-SecurityNotifications,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.13,FAIL,,Extra,[extra7130] Ensure there are no SNS Topics unencrypted,us-east-2: aws-controltower-SecurityNotifications is not encrypted!,Software and Configuration Checks,Medium,sns,AwsSnsTopic,Software and Configuration Checks,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection,aws-controltower-SecurityNotifications,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-1,7.13,INFO,,Extra,[extra7130] Ensure there are no SNS Topics unencrypted,us-west-1: Access Denied trying to list topics,Software and Configuration Checks,Medium,sns,AwsSnsTopic,Software and Configuration Checks,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.13,FAIL,,Extra,[extra7130] Ensure there are no SNS Topics unencrypted,us-west-2: aws-controltower-SecurityNotifications is not encrypted!,Software and Configuration Checks,Medium,sns,AwsSnsTopic,Software and Configuration Checks,If not enabled sensitive information at rest is not protected.,Use Amazon SNS with AWS KMS.,https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Data Protection,aws-controltower-SecurityNotifications,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-north-1,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,eu-north-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-south-1,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,ap-south-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-3,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,eu-west-3: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-2,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,eu-west-2: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-1,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,eu-west-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-3,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,ap-northeast-3: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-2,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,ap-northeast-2: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-1,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,ap-northeast-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,sa-east-1,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,sa-east-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ca-central-1,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,ca-central-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-1,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,ap-southeast-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-2,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,ap-southeast-2: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-central-1,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,eu-central-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,us-east-1: no RDS instances found,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,us-east-2: no RDS instances found,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-1,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,us-west-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.131,INFO,,Extra,[extra7131] Ensure RDS instances have minor version upgrade enabled,us-west-2: no RDS instances found,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs; and therefor should be applied.,Enable auto minor version upgrade for all databases and environments.,https://aws.amazon.com/blogs/database/best-practices-for-upgrading-amazon-rds-to-major-and-minor-versions-of-postgresql/,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-north-1,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,eu-north-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-south-1,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,ap-south-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-3,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,eu-west-3: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-2,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,eu-west-2: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-1,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,eu-west-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-3,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,ap-northeast-3: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-2,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,ap-northeast-2: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-1,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,ap-northeast-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,sa-east-1,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,sa-east-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ca-central-1,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,ca-central-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-1,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,ap-southeast-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-2,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,ap-southeast-2: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-central-1,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,eu-central-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,us-east-1: no RDS instances found,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,us-east-2: no RDS instances found,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-1,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,us-west-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.132,INFO,,Extra,[extra7132] Check if RDS instances has enhanced monitoring enabled,us-west-2: no RDS instances found,Software and Configuration Checks,Low,rds,AwsRdsDbInstance,Software and Configuration Checks,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-north-1,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,eu-north-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-south-1,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,ap-south-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-3,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,eu-west-3: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-2,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,eu-west-2: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-1,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,eu-west-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
